000 COC(=O)O
6HQ CC1(C(=O)NC(=O)N1C)C
6HR Cc1ccccc1c2cc(ccc2C)Nc3nc(cs3)CCCO
6HS C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CO)N)N)N)O
6HT CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](OC2)COP(=O)(O)O)O
6HU Cc1ccccc1c2cc(c(cc2C)OCCN)Nc3ccn(n3)C[C@@H](CO)OC
6HV Cc1ccccc1c2cc(ccc2C)C(=O)c3nccs3
6HW Cc1ccccc1c2cc(ccc2C)Nc3nccs3
6HX Cc1ccc(cc1c2ccccc2Cl)N
6HY C1=CC(=O)NC=C1C(=O)CCC(=O)O
6HZ Cc1ccccc1c2cc(ccc2C)C(=O)N3CC=CC3
6I1 Cc1c(ccc2c1C(=O)N(C(=O)N2C)CC(=O)Oc3ccc4ccc5cccc6c5c4c3cc6)C(=O)C7=C(CCCC7=O)O
6I2 Cc1ccc2c(c1)c(c(o2)C#Cc3cccc(c3)CNCCN4CCN(CC4)Cc5cccc(c5)C#Cc6c(c7cc(ccc7o6)C)CC(=O)O)CC(=O)O
6I3 Cn1c2ccccc2nc1SCC(=O)N/N=C/c3ccc(c(c3OC)OC)OC
6I4 Cc1ccc2c3cccc(c3[nH]c2n1)C4CC4
6I7 CC1(CC(CC(O1)(C)C)c2cc(n(n2)c3ccccc3OC)c4ccc(cc4)Cl)C
6IA CC(C)CCNc1c2c(ncn1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
6IB CNCCc1ccc(c(c1)Cc2cc(cc(c2OC)Cc3cc(ccc3OC)CCNC)CCNC)OC
6IC C#Cc1c(ccc2c1c(cc(c2)O)c3c(c4c(cn3)c(nc(n4)OC[C@@]56CCCN5C[C@@H](C6)F)N7C[C@H]8CC[C@@H](C7)N8)F)F
6ID [H]/N=C(\N)/NCCC[C@H](C(=O)N[C@H](CCCN/C(=N/[H])/N)C(=O)N[C@H](CCCN/C(=N\[H])/N)C(=O)N[C@H](CCCN/C(=N\[H])/N)C(=O)N[C@H](CCCN/C(=N/[H])/N)C(=O)N[C@H](CCCN/C(=N/[H])/N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N)NC(=O)CCCCCCCC(=O)N1CCN(CC1)c2c3cc[nH]c3ncn2
6IF C[C@@H]([C@H]([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)SC)O)O)O)NC(=O)[C@@H]2[C@H]3[C@@H](C[C@@H](CCO3)CC(C)C)CN2)Cl
6IG CCc1c(c(nc(n1)N)NCCc2ccccc2)c3ccc4c(c3)N(CCC4)CCCOC
6IH COc1cc(c(cc1OC)[N+](=O)[O-])C[S@@+](CC[C@H](C(=O)O)N)C[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3ncnc4N)O)O
6IK c1ccc(cc1)CNc2cc(ncn2)N3CCC[C@@](C3)(CNC(=O)c4ccc(cc4)CN5CC6([C@@H]5C7CC7)CCC6)O
6IN Cc1c(c2cc(ccc2n1Cc3ccccc3)OCCCC(=O)O)CC(=O)N
6IO c1cnc(nc1NC2CCC(CC2)Nc3ccnc(n3)C(F)(F)F)C(F)(F)F
6IP c1cc(nc(c1)N)CCc2ccc3cc[nH]c3c2
6IR c1cc(ccc1NC(=O)CCCC[C@H]2[C@@H]3[C@H](CS2)NC(=O)N3)S(=O)(=O)NCCN
6IT c1cc2nnc(n2nc1NC3CCC(CC3)Nc4ccnc(n4)C(F)(F)F)Cl
6IU CC(=O)NCCNC(=O)C[N+](=O)[O-]
6IV c1cc2c(cc1n3cc(nn3)CCO[C@@H]4[C@H]([C@H]([C@@H]([C@@H](O4)CO)O)O)O)S(=O)(=O)NC2=O
6IX CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)OCc2ccccc2)C(=O)NC(C)(C)C)N(C)Cc3ccc(cc3)C(C)(C)C
6IY CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC)COP(=O)(O)OCCN
6IZ c1ccc2c(c1)[nH]c(n2)c3ccc(cc3)C4(COC4)C(=O)Nc5ccc(cc5)F
6J0 c1cc(cc(c1)F)CCNCCNc2ccnc(n2)n3ccnc3
6J1 Cc1cc(c(c(c1)[N+](=O)[O-])O)[N+](=O)[O-]
6J2 C[C@@H](C(=O)O)OP(=O)(O)OC[C@H]([C@H]([C@H](CN1c2cc(ccc2C=C3C1=NC(=O)NC3=O)O)O)O)O
6J3 Cc1c(cccc1Cl)Nc2c(cccn2)C(=O)O
6J4 C[C@@H](C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)OP(=O)(O)OC[C@H]([C@H]([C@H](CN1c2cc(ccc2C=C3C1=NC(=O)NC3=O)O)O)O)O
6J5 c1ccc(c(c1)OCc2[nH]nnn2)Cl
6J6 c1cc(c(cc1[C@H]2CC(=O)c3cc(ccc3O2)O)O)O
6J7 C1[C@@H]2[C@H]([C@H]([C@@H](O2)n3c4c(nc3Br)C(=O)NC(=N4)N)O)OP(=O)(O1)O
6J8 CN(C(=O)C[C@@H](CCCc1ccc(cc1)OC)CP(=O)(O)O)O
6J9 c1c[nH]c2c1c(ncn2)N3CCNCC3
6JA CCC1(C(=O)NC(=O)NC1=O)CC[Se]C#N
6JB CN(C(=O)C[C@@H](CCCc1cccc(c1)OC)CP(=O)(O)O)O
6JC Cc1c(c(on1)C)c2cc3cc[nH]c3nc2
6JD c1cc(ccc1O)S(=O)(=O)c2ccc(cc2)O
6JE Cc1c(sc-2c1C(=N[C@H](c3n2c(nn3)C)CC(=O)Nc4ccc(cc4)O)c5ccc(cc5)Cl)C
6JF Cc1c(c(on1)C)c2cc3c(c(cn3[C@@H](C)c4ccccn4)c5ccc(cc5)C(=O)O)nc2
6JG CC(=O)Nc1ccc(cc1)Oc2ccccc2c3nc4ccncc4s3
6JH c1ccc(cc1)Oc2c(cccn2)c3nc4ccncc4s3
6JI C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@]35[C@H](O5)C[C@@H]4C6=COC(=O)C=C6)C)O
6JJ c1ccc(cc1)Oc2ccccc2c3nn4cnnc4s3
6JM c1cc(c(cc1C2=C(C(=O)c3cc(ccc3O2)O)O)O)O
6JN C(C(=O)CC(=O)O)C(=O)O
6JO c1cc(cc(c1)O)C2=C(C(=O)c3cc(ccc3O2)O)O
6JP COc1ccc(cc1O)[C@@H]2CC(=O)c3c(cc(cc3O2)O)O
6JQ Cc1ccc(cc1NC(=O)c2ccc3c(c2)ccc(n3)CCCN4CCCC4)NC(=O)c5ccc6c(c5)OCCO6
6JR c1ccc(cc1)c2cn3c(n2)Nc4c(ncn4[C@H]5[C@@H]([C@H]6[C@H](O5)COP(=O)(O6)O)O)C3=O
6JS COc1ccc(cc1Nc2c3c(n[nH]c3ncn2)c4ccco4)c5ccco5
6JT c1ccc2c(c1)c(co2)Cc3nc(on3)[C@H](CC4CCCC4)CC(=O)NO
6JU c1ccc(cc1)Cc2cn(c3c2cc(cc3)Br)CC(=O)NO
6JV CN1CCN(CC1)CCCNC(=O)c2ccc(c(c2)OC)NC(=O)c3csc4c3N=CNC4=O
6JW CCC1(C(=O)NC(=O)NC1=O)CCBr
6JX CNc1[nH]c2cc3c(cc2n1)C(=O)NC(=N3)NC(=O)OCC=C
6JY [H]/N=C(/N)\NCCC[C@@H](C(=O)O)NC(=O)c1ccccc1
6JZ CCOCCOCCOCCOCCOCC
6K0 CC(C)n1cc(c2c1ncnc2N)C(=O)c3ccnc(c3)NC(=O)Nc4ccc(cc4F)F
6K1 CC(C)n1cc(c2c1ncnc2N)C(=O)c3cc(cnc3)NC(=O)Cc4ccc(cc4)Cl
6K2 CC(C)n1cc(c2c1ncnc2)C(=O)c3cc(cnc3)NC(=O)Cc4ccc(cc4)C#N
6K3 CCCCCCCO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)F)O)O
6K4 CC(C)(CO)n1cc(c2c1nc(nc2)N)C(=O)c3cc(cnc3)NC(=O)Cc4ccc(cn4)Cl
6K5 c1c(c(cnc1N)c2nc(nc(n2)N3CC(C3)(CO)CCl)N4CCOCC4)C(F)(F)F
6K6 c1cc(oc1)CNc2c3c(ncn2)n(cn3)[C@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O)O)O
6K7 c1c(c(cnc1N)c2cc(nc(n2)N3CC(C3)(CO)CCl)N4CCOCC4)C(F)(F)F
6K8 [H]/N=C(/N)\NCCC[C@@H](C(=O)O)NC(=O)CNC(=O)c1ccccc1
6K9 C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O
6KA Cc1ccn(n1)[C@@H](C)c2nnc(s2)Nc3ccn(n3)Cc4c(cccc4Cl)F
6KB c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)OCCCC(=O)O)O)O)O)OP(=O)(O)O)N
6KC CN1CCN(CC1)C(=O)c2ccc(c(c2)c3ccccc3)NC(=O)c4csc5c4N=CNC5=O
6KD CC(C)Oc1c(cccc1NC(=O)c2csc3c2N=CNC3=O)C(=O)N4CCN(CC4)C
6KE C[C@@H](C(=O)Nc1ccc(cc1)S(=O)(=O)N)SC2=NC(=C(C(=O)N2)C#N)c3ccc(cc3)Cl
6KF C[C@H](CO)[C@@H]([C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccc(cc2)c3ccccc3)NC(=O)[C@H](Cc4ccccc4)N=[N+]=[N-])O
6KG C[C@H](CO)[C@@H]([C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC2CCCCC2)NC(=O)[C@H](Cc3ccccc3)N=[N+]=[N-])O
6KH CCCCCCCO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)F)O
6KI CCc1c2n3c(c1CC)C=C4C(=C(C5=[N]4[Co]36[N]7=C(C=C8N6C(=C5)C(=C8CC)CC)C(=C(C7=C2)CC)CC)CC)CC
6KJ [H]/N=C(\NOC(C)(C)C)/N=C/CC[C@@H](C(=O)O)N
6KK CC(C)CN(C[C@H]([C@H](CC12CC3CC(C1)CC(C3)C2)NC(=O)O[C@H]4CO[C@@H]5[C@H]4CCO5)O)S(=O)(=O)c6ccc(cc6)OC
6KL CC(=O)N[C@H]1C[C@@](O[C@H]([C@@H]1NC(=O)C)[C@@H]([C@@H](CO)O)O)(C(=O)O)OC
6KM CCC(=O)SC[C@@H](C(=O)O)N
6KN Cc1cnccc1c2cc(cc3c2cn[nH]3)C(F)(F)F
6KO COc1ccccc1C(=O)OC[C@H]2CCCN2c3ccnc4n3ncn4
6KP Cc1c(cc2c(n1)[nH]cn2)n3c4ccc(cc4c5c3c[nH]n5)F
6KQ COc1ccc(cc1)S(=O)(=O)N(Cc2ccccc2)C[C@H]([C@H](CC34CC5CC(C3)CC(C5)C4)NC(=O)O[C@H]6CO[C@@H]7[C@H]6CCO7)O
6KR CC(C)CN(C[C@H]([C@H](CC12CC3CC(C1)CC(C3)C2)NC(=O)O[C@H]4CO[C@@H]5[C@H]4CCCO5)O)S(=O)(=O)c6ccc(cc6)OC
6KS CCCCCCCO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)F
6KT c1cc2c(cc1C(=O)N)sc(n2)N
6KU CCCCCCCO[C@@H]1[C@H]([C@H](C[C@H](O1)CO)O)O
6KV CN1CCC(CC1)N(C)c2nc3ccsc3c(n2)N(C)CCC#N
6KW CCCCCCCO[C@@H]1[C@H](C[C@@H]([C@H](O1)CO)O)O
6KX CC1=C(C(CCC1)(C)C)C=O
6KY CN(C)[C@@H](CC[Se]C)C(=O)O
6KZ CC[C@@H]([C@H](c1nc(on1)c2ccccc2)O)NC(=O)[C@H](CC(C)C)NC(=O)N3CCOCC3
6L0 C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(C/C=C/CCNC(=O)CCC(=O)N(CC1)O)O)O
6L1 C[C@@H](CC(=O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O)N
6L2 COc1cc(c(cc1c2ccc(s2)C#CCO)C(=O)NS(=O)(=O)[C@@H]3CCC[C@H](C3)OC)OC
6L3 Cc1cc(c(c(c1)C)C(=O)OC)C
6L4 Cn1cc(cn1)Nc2ncc(c(n2)Oc3ccccc3NC(=O)C=C)Cl
6L5 c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)C(=O)NCCCCCC(=O)N[C@H](CC(=O)O)C(=O)N)O)O)N
6L6 CSC(=S)/C=C(/c1cccc(c1)O)\O
6L7 c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)C[NH+](CC[C@@H](C(=O)O)[NH3+])CC[NH3+])O)O)N
6L8 c1c(cc(cc1C(F)(F)F)C(F)(F)F)c2ncn(n2)C[C@@H](c3cncnc3)C(=O)N
6L9 C([C@@H](C(=O)N)N)C(C(=O)O)C(=O)O
6LA CC(=O)N[C@H]1[C@H]([C@H]2[C@@H](CO[C@](O2)(C)C(=O)O)O[C@H]1OC)O
6LB CCN1CCOCC1
6LC [H]/N=C(/N)\NC/C=C/[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O
6LD C[C@H](C[C@@H](Cc1ccc(cc1)c2ccccc2)NC(=O)CCC(=O)O)C(=O)O
6LE c1cc(ccc1[C@@H](CN)O)Cl
6LF C[C@H](c1c(cncc1Cl)Cl)Oc2ccc3c(c2)c(n[nH]3)/C=C/c4cnn(c4)CCO
6LG C[C@H](c1ccc(c(c1)Oc2cccc(c2)C(=O)N(C)C)[N+](=O)[O-])OP(=O)(N3CC3)N4CC4
6LH c1cc(ccc1CN)S(=O)(=O)N
6LI c1cc(ccc1OCC[n+]2cn(c3c2C(=O)NC(=N3)N)[C@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O)O)O)Cl
6LJ c1ccc(c(c1)C#N)c2cc(c3ccccc3n2)NCCCN4CCCCC4
6LK Cc1c2cc(ccc2n(n1)c3cc(c(nc3)OC)Cl)C(=O)NS(=O)(=O)C
6LL O=[Mo]12(=O)(=O)O[Mo](=O)(=O)(O1)(O2)O[Mo](=O)(=O)(=O)(=O)=O
6LM C[C@@H](CC(=O)O)/C=C/[C@@]1([C@@]2(CC(=O)C[C@]1(OC2)C)C)O
6LN C(CS)S
6LO CC(=O)NCC1CC(C1)n2cc(c3c2ncnc3N)c4cccc(c4)OCc5ccccc5
6LP c1cc(cc(c1)Cl)Nc2nccc(n2)c3ccnc(c3)NCCN
6LQ CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3cc(c(nc3)N)C(=O)Nc4cnccc4CN5CCCC5
6LR C1COCCN1
6LS CCCCCCCO[C@@H]1C[C@H]([C@@H]([C@H](O1)CO)O)O
6LT CC(C)n1c(cc(n1)C(F)F)C(=O)Nc2ccc(c(c2)c3ccccc3)[C@H]4[C@H](CCCc5n4cnc5)O
6LU Cc1cc(cc(c1)NC(=O)Nc2ccc(cc2)S(=O)(=O)N)C
6LV COc1cc(cc(c1)OC)Cc2nc3ccccc3c4n2nc(n4)N
6LW C([C@H]1[C@@H]([C@H](/C(=N/O)/O1)O)O)O
6LX Cc1ccc(cc1)C(=O)N(CCCN)[C@@H](C2=C(C(=O)c3ccc(cc3O2)Cl)Cc4ccccc4)C(C)C
6LY c1cc(ccc1[C@@H](CN)O)Br
6LZ c1cc(ccc1C(=O)CN)F
6M0 O[Mo]1O[Mo](O[Mo](O1)(O)(O)(O)O[Mo]2(OO2)(O)(O)O[Mo]3(OO3)(O)(O)O)(O)(O)(O)O[Mo](O)(O)(O)O
6M1 Cc1cccc(c1C(=O)O)N
6M3 c1ccc(c(c1)c2cc(ccc2[C@H]3[C@H](CCCc4n3cnc4)O)C#N)Cl
6M4 [B-]1(c2ccccc2CO1)(O)O
6M5 COc1ccc(cc1OCCCCOc2ccc(cc2)c3[nH]nnn3)C4=NN(C(=O)[C@H]5[C@@H]4CC=CC5)C6CCCCCC6
6M6 c1ccc(cc1)CCNC(=S)SC[C@@H](C(=O)O)N
6M8 CN(C)CCc1cccc(c1)OCc2ccc3ccc(nc3c2)N
6M9 B1(c2ccccc2CO1)O
6MA CNc1c2c(ncn1)n(cn2)[C@H]3C[C@@H]([C@H](O3)COP(=O)(O)O)O
6MB Cc1c(noc1NS(=O)(=O)c2ccc(cc2)NCc3cnc4c(n3)C(=O)NC(=N4)N)C
6MC CNc1c2c(ncn1)n(cn2)[C@H]3C[C@@H]([C@H](O3)COP(=O)(O)O)O
6MD CNc1c2c(ncn1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
6ME C[C@H]1CCc2c(c(nc(n2)N)N)C1
6MG C[C@H](CNC(=O)[C@H](CC(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O)C(C)(C)C
6MH CC1=CC=CC(=S)N1O
6MI CC1=NC2=C(NC(=NC2=O)N)N(C1=O)[C@H]3CC(C(O3)COP(=O)(O)O)O
6MJ CO[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O
6MK c1ccc(cc1)Cc2ccncc2C(=O)NNC(=O)/C=C/C(=O)O
6ML O1[Fe](O[Fe]2S[Fe]3[S]2[Fe]1S3)[S]
6MM CC1(OC[C@]2(O1)[C@H]3[C@@H]([C@H](O2)CNc4[nH]c5cc6c(cc5n4)N=C(NC6=O)N)OC(O3)(C)C)C
6MN C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)N)O)O)OP(=O)(O)O
6MO [Mo+6]
6MP Cc1c2c(nc[nH]2)ncn1
6MQ CC1(O[C@@H]2[C@H](O[C@H]([C@@H]2O1)OC)CNc3[nH]c4cc5c(cc4n3)C(=O)NC(=N5)N)C
6MR c1ccc2c(c1)c(c[nH]2)C[C@H](C(=O)O)NS(=O)(=O)c3ccc(cc3)c4ccc(cc4)I
6MS c1nc2c(n1CCCCCCP(=O)(O)O)N=C(NC2=O)N
6MT CNc1c2c(ncn1)n(cn2)[C@H]3C[C@@H]([C@H](O3)COP(=O)(O)O)O
6MU Cc1cc(nc(n1)O)O
6MV CC(C)(c1ccc2c(c1)[nH]c3c2c(ccc3C(=O)N)c4cccc(c4F)N5C=Nc6ccccc6C5=O)O
6MW c1cnccc1[C@H]2N[C@H](CS2)C(=O)O
6MX c1cc(nc(c1C(=O)NC2[C@@H]3CC4C[C@H]2CC(C3)(C4)O)SC5CCCCC5)N6CC[C@@H](C6)CC(=O)O
6MY c1ccc(cc1)c2cnc([nH]2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
6MZ CNc1c2c(ncn1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
6N0 c1ccc2c(c1)-c3cc(ccc3S2(=O)=O)NC(=O)N4CCC(CC4)(F)F
6N1 c1cc2c(cc1C(=O)NN)[nH]c(n2)NCCN3CCOCC3
6N2 [H]/N=C(/N)\Nc1ccc2c(c1)nc([nH]2)NCCN3CCOCC3
6N3 CC(C)CCOc1c(ccc(n1)N2C[C@@H]3[C@H](C2)C3C(=O)O)C(=O)NC4[C@@H]5CC6C[C@H]4CC(C5)(C6)O
6N4 c1ccc2c(c1)[nH]c(n2)SCCO
6N5 CC1=C2C=CCC=C2C=C1C(=O)N[C@@H](C)C(=O)N[C@@H](Cc3ccc(cc3)OC)C(=O)N[C@@H](Cc4ccccc4)[C@H]([C@H](C)CO)O
6N6 c1cc(sc1)c2nnc(s2)N
6N8 c1ccc(cc1)C(CCNC(=O)n2cccc2)c3ccccc3
6N9 CCCS(Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)OC)F)(O)O
6NA CCCCCC(=O)O
6NB CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)OCCOCCOCCOc5ccc(cc5)c6cc7c(c[nH]c7nc6)C(=O)c8c(ccc(c8F)NS(=O)(=O)CCC)F)F
6NC CCCS(Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)CNC(=O)COCC(=O)NCc5ccc(cc5)c6cc7c(c[nH]c7nc6)C(=O)c8c(ccc(c8F)NS(CCC)(O)O)F)F)(O)O
6ND Cc1c(ncc(n1)C(=O)NCc2cnc(s2)C)CNS(=O)(=O)c3ccc(c(c3)F)F
6NE c1ccc2cc(ccc2c1)c3cnc([nH]3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
6NF c1cnccc1c2cc(n[nH]2)NCC3CCCCC3
6NG C[C@@H](CNC(=O)[C@H](CC(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O)C(C)(C)C
6NH [H]/N=C(\c1ccc2c(c1)nc([nH]2)c3c(c([nH]n3)c4ccccc4)O)/N
6NI c1cc2cn[nH]c2cc1[N+](=O)[O-]
6NJ c1ccc(cc1)CCc2c3ccccc3[nH]n2
6NK c1cc2c(cc1C(=O)N)[nH]c(n2)NCCN3CCOCC3
6NL C/C(=C\c1ccc(c(c1)O)OC)/C(=O)c2cc3c(c(c2)OC)OCO3
6NM c1cc(cc(c1)C(F)(F)F)c2c(cn[nH]2)c3ccncc3
6NN CC[C@@H](C)CNC(=O)[C@H](CC(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O
6NO Cc1c(c(c(c(c1Cl)O)Cl)OC)C(=O)O[C@@H]2[C@H](O[C@H](C[C@H]2O)O[C@@H]3[C@H](O[C@]4(C[C@H]3O)O[C@@H]5[C@H](O[C@H](C[C@]5(O4)C)O[C@@H]6[C@H]([C@@H](O[C@@H]([C@@H]6OC)C)O[C@@H]7[C@H](O[C@H]([C@H]([C@H]7O)OC)O[C@H]8[C@@H]([C@H]9[C@H](CO8)O[C@@]1(O9)[C@H]2[C@H]([C@@]([C@H](O1)C)(C(=O)C)O)OCO2)OC(=O)C(C)C)COC)O)C)C)C
6NP c1ccc(cc1)C[C@H]2C[N@@](CCN2)c3cc(c(nn3)c4ccc5ccccc5c4)c6ccncc6
6NQ c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)Br)N
6NR c1c(c2c(ncnc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N)C#N
6NS CC(C)(C)[C@@H](CC(=O)O)Nc1c(cnc(n1)c2c[nH]c3c2cc(cn3)F)F
6NT c1cc2c(cc1[N+](=O)[O-])[nH]nn2
6NU CC1(CCC1)[C@@H](CC(=O)O)Nc2c(cnc(n2)c3c[nH]c4c3cc(cn4)F)F
6NV CC1=C2C=CCC=C2C=C1C(=O)N[C@H](C)C(=O)N[C@@H](Cc3ccc(cc3)OC)C(=O)N[C@@H](Cc4ccccc4)[C@H]([C@H](C)CO)O
6NW CO[C@@H]1[C@@H]([C@H](O[C@H]1n2cnc3c2ncnc3N)COP(=O)(O)S)O
6NX CNC(=O)NC1CCCCC1
6NY C[C@@H](c1ccc(c(c1)Oc2cccc(c2)C(=O)N(C)C)NO)O
6NZ CCCC1=CC(=CNC1=O)C2CCCCC2
6O0 CCCCN1C=CN(C1=[Au]Cl)C
6O1 Cc1cc(cc(c1C(=O)O[C@@H]2CO[C@]3([C@H]4[C@H]2OCO4)O[C@H]5CO[C@H]([C@@H]([C@@H]5O3)O)O[C@H]6[C@H]([C@H]([C@@H]([C@H](O6)COC)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)C)OC)O[C@H]8[C@H]([C@@]9([C@@H]([C@H](O8)C)O[C@@]1(O9)C[C@H]([C@@H]([C@H](O1)C)O[C@H]1C[C@H]([C@@H]([C@H](O1)C)OC(=O)c1c(c(c(c(c1OC)Cl)O)Cl)C)O[C@@H]1C[C@@](C(C(O1)C)OC)(C)[N+](=O)[O-])O)C)O)O)O)OC)O)O
6O2 C#Cc1cccc(c1)Nc2c3c(ncn2)n(cn3)[C@H]4[C@@H]([C@@H]([C@H](O4)COS(=O)(=O)N)O)O
6O3 Cc1ccc(cc1)c2c(c3cncnc3s2)CP(=O)(O)O
6O5 c1cc(oc1)CCC(=O)O
6O6 Cc1c(cc2cc3c(c(c2c1O)O)C(=O)[C@H]([C@@H](C3)[C@@H](C(=O)N[C@@H](Cc4c[nH]c5c4cccc5)C(=O)OC)OC)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)O)O[C@H]7C[C@H]([C@H]([C@H](O7)C)O)O[C@H]8C[C@]([C@@H]([C@H](O8)C)O)(C)O)O[C@H]9C[C@H]([C@@H]([C@H](O9)C)O)O[C@H]1C[C@H]([C@@H]([C@H](O1)C)O)O
6O7 Cc1c(cc2cc3c(c(c2c1O)O)C(=O)[C@H]([C@@H](C3)[C@@H](C(=O)N[C@@H](Cc4ccccc4)C(=O)OC)OC)O[C@H]5C[C@H]([C@@H]([C@H](O5)C)O)O[C@H]6C[C@H]([C@H]([C@H](O6)C)O)O[C@H]7C[C@]([C@@H]([C@H](O7)C)O)(C)O)O[C@H]8C[C@H]([C@@H]([C@H](O8)C)O)O[C@H]9C[C@H]([C@@H]([C@H](O9)C)O)O
6O8 CCCCCC(=O)O[C@@H](COC(=O)CCCC)COP(=O)(O)OCC[N+](C)(C)C
6O9 CCCCC(=O)OC[C@@H](COP(=O)(O)OCCN)OC(=O)C
6OA C(/C=C/C=C(/C(=O)O)\O)O
6OB CCCCC\C=C/C[C@@H](\C=C\CC(=O)CCCCC(=O)O)O
6OC CCCCC\C=C/C\C=C/[C@@H](CC(=O)CCCCC(=O)O)O
6OD C(=C/C=O)\C=C(/C(=O)O)\N
6OE CCCCCC(=O)OC[C@@H](COP(=O)(O)OCCN)OC(=O)CCCCC
6OG COc1c2c(nc(n1)N)n(cn2)[C@H]3C[C@@H]([C@H](O3)COP(=O)(O)O)O
6OH C(=C/C=O)\C=C(/C(=O)O)\O
6OI C(C[C@@H](C(=O)O)N)[C@@H]([C@H](COS(=O)(=O)O)N)O
6OJ Cn1c2c(ccc(c2Cl)Cl)c3c1C(=O)NCC3
6OK c1cc(ccc1CCNc2[nH]c3cc4c(cc3n2)N=C(NC4=O)N)CCO
6OL C[As](O)O
6OM C/C(=C/CO)/CO
6ON Cc1c(sc-2c1C(=N[C@H](c3n2c(nn3)C)CC(=O)NCCOCCOCCOCCOCCOCCOCCOCCNC(=O)C[C@H]4c5nnc(n5-c6c(c(c(s6)C)C)C(=N4)c7ccc(cc7)Cl)C)c8ccc(cc8)Cl)C
6OO CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)S)O
6OP CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)/C=C/P(=O)(O)O)O)OCCOC
6OQ B1(C=CC=CN1)CC
6OR c1c(cc(c(c1Cl)O)Cl)S(=O)(=O)O
6OS c1nc(c2c(n1)n(cn2)[C@@H]3C=C([C@H]([C@H]3O)O)CO)N
6OT c1c(cc(cc1Cl)Cl)S(=O)(=O)N
